xi,yi,zi,xo,yo,zo
3.944580053552651577e+01,-1.438314464177768173e+02,7.656900966887685289e-01,1.855149314801719029e+01,-1.541969502708374193e+02,2.000000000000000000e+00
3.744712431077878989e+01,-1.437025228809851001e+02,7.549865905137008726e-01,1.639081688261253689e+01,-1.540385601755835978e+02,2.000000000000000000e+00
3.544843562115701729e+01,-1.435716060600968547e+02,7.443096246380874748e-01,1.423018720886786603e+01,-1.538787617856836221e+02,2.000000000000000000e+00
3.344972066142697287e+01,-1.434386293500379281e+02,7.336603786307934749e-01,1.206959637607861424e+01,-1.537175360018767094e+02,2.000000000000000000e+00
3.145096562635457715e+01,-1.433035261457340539e+02,7.230400320606823472e-01,9.909036633540404537e+00,-1.535548637249016508e+02,2.000000000000000000e+00
2.945215671070564412e+01,-1.431662298421110506e+02,7.124497644966190091e-01,7.748500230548776457e+00,-1.533907258554975215e+02,2.000000000000000000e+00
2.745328010924598061e+01,-1.430266738340947654e+02,7.018907555074687110e-01,5.587979416399248223e+00,-1.532251032944033113e+02,2.000000000000000000e+00
2.545432201674147521e+01,-1.428847915166109317e+02,6.913641846620957043e-01,3.427466440387401114e+00,-1.530579769423580103e+02,2.000000000000000000e+00
2.345526862795793477e+01,-1.427405162845853681e+02,6.808712315293645734e-01,1.266953551808774669e+00,-1.528893277001005799e+02,1.999556664889909241e+00
2.145610613766134733e+01,-1.425937815329438649e+02,6.704130756781404576e-01,-8.934747434311195446e-01,-1.527185625843350181e+02,1.998236910082414441e+00
1.945682074061730660e+01,-1.424445206566121840e+02,6.599908966772877195e-01,-3.052813460541260238e+00,-1.525393627549636619e+02,1.996056111361679486e+00
1.745739863159182192e+01,-1.422926670505161724e+02,6.496058740956702771e-01,-5.209528776664699379e+00,-1.523421197244219343e+02,1.993029644511870035e+00
1.545782600535062201e+01,-1.421381541095815919e+02,6.392591875021531589e-01,-7.362080564190708110e+00,-1.521171857863000128e+02,1.989172885317151085e+00
1.345808905665964694e+01,-1.419809152287342897e+02,6.289520164656023926e-01,-9.508928695508181761e+00,-1.518549132341880181e+02,1.984501209561687851e+00
1.145817398028473555e+01,-1.418208838029000276e+02,6.186855405548803422e-01,-1.164853304300639181e+01,-1.515456543616761849e+02,1.979029993029644663e+00
9.458066970991675149e+00,-1.416579932270045958e+02,6.084609393388529242e-01,-1.377935347907445163e+01,-1.511797614623546337e+02,1.972774611505186959e+00
7.457754223546347205e+00,-1.414921768959737847e+02,5.982793923863845009e-01,-1.589984987610137068e+01,-1.507475868298135424e+02,1.965750440772479513e+00
5.457221932714716672e+00,-1.413233682047334412e+02,5.881420792663403230e-01,-1.800847435755978410e+01,-1.502395174615801068e+02,1.957972856615687762e+00
3.456456293262332391e+00,-1.411515005482092704e+02,5.780501795475836424e-01,-2.010286200960792158e+01,-1.496495995004978568e+02,1.949457234818976037e+00
1.455760429536369971e+00,-1.409746914670916169e+02,5.680048727989799318e-01,-2.217912215388565045e+01,-1.489787123074184763e+02,1.940218951166509775e+00
-5.432338202043485165e-01,-1.407834456097186830e+02,5.580073385893939975e-01,-2.423319704068858016e+01,-1.482284834811453891e+02,1.930273381442453529e+00
-2.538546463731883307e+00,-1.405662728694512111e+02,5.480587564876904239e-01,-2.626102892031237701e+01,-1.474005406204822179e+02,1.919635901430972957e+00
-4.528197507541551481e+00,-1.403116831323352187e+02,5.381603060627335733e-01,-2.825856004305265046e+01,-1.464965113242325856e+02,1.908321886916232613e+00
-6.510206958128713417e+00,-1.400081862844167517e+02,5.283131668833875860e-01,-3.022173265920506680e+01,-1.455180231912000295e+02,1.896346713682397489e+00
-8.482594821988751477e+00,-1.396442922117419698e+02,5.185185185185186008e-01,-3.214648901906526390e+01,-1.444667038201880302e+02,1.883725757513633248e+00
-1.044336581464028413e+01,-1.392085757829217130e+02,5.087775405369900916e-01,-3.402877137292885124e+01,-1.433441808100002106e+02,1.870474394194103995e+00
-1.238949071166751814e+01,-1.386940058349672711e+02,4.990914125076675312e-01,-3.586452197109140627e+01,-1.421520817594402502e+02,1.856607999507975615e+00
-1.431626685457644044e+01,-1.381006628525019835e+02,4.894613139994135054e-01,-3.764968306384875518e+01,-1.408920342673115726e+02,1.842141949239411547e+00
-1.621883902491951090e+01,-1.374292756591770797e+02,4.798884245810950411e-01,-3.938019690149642571e+01,-1.395656659324177156e+02,1.827091619172578341e+00
-1.809235200424948786e+01,-1.366805730786441302e+02,4.703739238215751683e-01,-4.105200573433006639e+01,-1.381746043535623585e+02,1.811472385091639881e+00
-1.993195057411916693e+01,-1.358552839345544214e+02,4.609189912897198038e-01,-4.266105181264533996e+01,-1.367204771295490389e+02,1.795299622780761828e+00
-2.173277951608116254e+01,-1.349541370505593534e+02,4.515248065543924216e-01,-4.420327738673784523e+01,-1.352049118591812942e+02,1.778588708024108955e+00
-2.348998361168820992e+01,-1.339778612503103830e+02,4.421925491844587164e-01,-4.567462470690325915e+01,-1.336295361412627187e+02,1.761355016605846480e+00
-2.519870764249301942e+01,-1.329271853574588249e+02,4.329233987487819402e-01,-4.707103602343717341e+01,-1.319959775745968216e+02,1.743613924310139174e+00
-2.685409639004824456e+01,-1.318028381956561930e+02,4.237185348162288978e-01,-4.838867286661622558e+01,-1.303059180908589383e+02,1.725380806921153143e+00
-2.845129463590674135e+01,-1.306055485885537450e+02,4.145791369556623973e-01,-4.962710322211701452e+01,-1.285618836682392896e+02,1.706671040223052493e+00
-2.998544716162117041e+01,-1.293360453598029096e+02,4.055063847359470230e-01,-5.078858301232420303e+01,-1.267670662979378307e+02,1.687500000000000888e+00
-3.145169874874424920e+01,-1.279950573330551435e+02,3.965014577259478035e-01,-5.187544120300658790e+01,-1.249246760697366341e+02,1.667883062036164432e+00
-3.284519417882861347e+01,-1.265833133319617616e+02,3.875655354945299891e-01,-5.289000675993295175e+01,-1.230379230734179146e+02,1.647835602115708120e+00
-3.416193996438801150e+01,-1.251020353928872169e+02,3.786997976105570540e-01,-5.383460864887211272e+01,-1.211100173987639437e+02,1.627372996022797391e+00
-3.540263520344080206e+01,-1.235551313589418925e+02,3.699054236428951370e-01,-5.471157583559287474e+01,-1.191441691355568793e+02,1.606510619541596352e+00
-3.656956854535397383e+01,-1.219474188547905271e+02,3.611835931604077121e-01,-5.552323728586403462e+01,-1.171435883735788224e+02,1.585263848456270885e+00
-3.766502991137293321e+01,-1.202837162330589109e+02,3.525354857319595858e-01,-5.627192196545438918e+01,-1.151114852026120303e+02,1.563648058550985542e+00
-3.869130922274318607e+01,-1.185688418463731608e+02,3.439622809264157866e-01,-5.695995884013266419e+01,-1.130510697124388031e+02,1.541678625609906206e+00
-3.965069640071029511e+01,-1.168076140473589675e+02,3.354651583126408987e-01,-5.758967687566781990e+01,-1.109655519928411280e+02,1.519370925417196316e+00
-4.054548136651965251e+01,-1.150048511886422204e+02,3.270452974594986184e-01,-5.816340503782855365e+01,-1.088581421336012198e+02,1.496740333757021313e+00
-4.137795404141682809e+01,-1.131653716228489941e+02,3.187038779358553064e-01,-5.868347229238367646e+01,-1.067320502245013216e+02,1.473802226413547967e+00
-4.215040434664722824e+01,-1.112939937026050501e+02,3.104420793105739929e-01,-5.915220760510200648e+01,-1.045904863553236623e+02,1.450571979170937942e+00
-4.286512220345635882e+01,-1.093955357805363349e+02,3.022610811525197061e-01,-5.957193994175234053e+01,-1.024366606158503856e+02,1.427064967813358676e+00
-4.352439753308969728e+01,-1.074748162092687664e+02,2.941620630305570305e-01,-5.994499826810345411e+01,-1.002737830958636494e+02,1.403296568124974497e+00
-4.413052025679273527e+01,-1.055366533414282060e+02,2.861462045135518828e-01,-6.027371154992416535e+01,-9.810506388514568243e+01,1.379282155889949957e+00
-4.468578029581092892e+01,-1.035858655296407136e+02,2.782146851703675150e-01,-6.056040875298324266e+01,-9.593371307347878485e+01,1.355037106892452270e+00
-4.519246757138980541e+01,-1.016272711265319089e+02,2.703686845698678454e-01,-6.080734972280776418e+01,-9.376281731733867275e+01,1.330576796916643101e+00
-4.565274498173097584e+01,-9.966509740223665403e+01,2.626093822809196787e-01,-6.101581540167259021e+01,-9.159371517073920188e+01,1.305916601746688999e+00
-4.606809524598109817e+01,-9.770040651670100829e+01,2.549379578723864892e-01,-6.118636050750244237e+01,-8.942644831328657062e+01,1.281071897166755402e+00
-4.643977436699936590e+01,-9.573320563997380361e+01,2.473555909131321950e-01,-6.131952259022536822e+01,-8.726102776638168734e+01,1.256058058961006418e+00
-4.676903819175772270e+01,-9.376350121670618876e+01,2.398634609720229349e-01,-6.141583919976940820e+01,-8.509746455142519039e+01,1.230890462913609262e+00
-4.705714256722819044e+01,-9.179129969154942614e+01,2.324627476179224050e-01,-6.147584788606260275e+01,-8.293576968981787445e+01,1.205584484808725376e+00
-4.730534334038264177e+01,-8.981660750915452240e+01,2.251546304196951898e-01,-6.150008619903297102e+01,-8.077595420296034945e+01,1.180155500430521975e+00
-4.751489635819311275e+01,-8.783943111417266891e+01,2.179402889462060955e-01,-6.148909168860861030e+01,-7.861802911225346691e+01,1.154618885563163166e+00
-4.768705746763147602e+01,-8.585977695125508546e+01,2.108209027663203727e-01,-6.144340190471749708e+01,-7.646200543909802150e+01,1.128990015990816387e+00
-4.782308251566976764e+01,-8.387765146505286395e+01,2.037976514489017177e-01,-6.136355439728771444e+01,-7.430789420489436736e+01,1.103284267497642634e+00
-4.792422734927989580e+01,-8.189306110021702523e+01,1.968717145628149368e-01,-6.125008671624726730e+01,-7.215570643104346971e+01,1.077517015867809347e+00
-4.799174781543381840e+01,-7.990601230139888855e+01,1.900442716769243923e-01,-6.110353641152420323e+01,-7.000545313894593846e+01,1.051703636885480853e+00
-4.802689976110352177e+01,-7.791651151324954583e+01,1.833165023600962229e-01,-6.092444103304657688e+01,-6.785714535000262515e+01,1.025859506334822591e+00
-4.803093903326092118e+01,-7.592456518042007474e+01,1.766895861811934587e-01,-6.071333813074242869e+01,-6.571079408561425339e+01,9.999999999999991118e-01
-4.800512147887799586e+01,-7.393017974756165245e+01,1.701647027090817943e-01,-6.047076525453975648e+01,-6.356641036718136917e+01,9.741404936651756330e-01
-4.795070294492671081e+01,-7.193336165932541348e+01,1.637430315126247038e-01,-6.019725995436666466e+01,-6.142400521610480979e+01,9.482963631145187033e-01
-4.786893927837897422e+01,-6.993411736036257764e+01,1.574257521606878818e-01,-5.989335978015114392e+01,-5.928358965378534151e+01,9.224829841321902091e-01
-4.776108632620681504e+01,-6.793245329532435051e+01,1.512140442221348025e-01,-5.955960228182127025e+01,-5.714517470162370216e+01,8.967157325023582537e-01
-4.762839993538213434e+01,-6.592837590886161081e+01,1.451090872658316044e-01,-5.919652500930505568e+01,-5.500877138102045194e+01,8.710099840091848344e-01
-4.747213595287692556e+01,-6.392189164562575598e+01,1.391120608606426501e-01,-5.880466551253052643e+01,-5.287439071337631447e+01,8.453811144368363895e-01
-4.729355022566310396e+01,-6.191300695026780687e+01,1.332241445754305254e-01,-5.838456134142575138e+01,-5.074204372009211994e+01,8.198444995694775805e-01
-4.709389860071264877e+01,-5.990172826743887668e+01,1.274465179790627012e-01,-5.793675004591874966e+01,-4.861174142256846409e+01,7.944155151912741797e-01
-4.687433917873199363e+01,-5.788811428267923986e+01,1.217803606404017636e-01,-5.746176890560878547e+01,-4.648349508564251664e+01,7.691095370863905156e-01
-4.663422776807758652e+01,-5.587318692400308606e+01,1.162268521283134071e-01,-5.695964615117131302e+01,-4.435777438253276017e+01,7.439419410389918053e-01
-4.637133548978820130e+01,-5.385881506200448854e+01,1.107871720116619940e-01,-5.642884347064497774e+01,-4.223645968833956488e+01,7.189281028332430434e-01
-4.608337946564781618e+01,-5.184689642739905224e+01,1.054624998593123308e-01,-5.586752218422101635e+01,-4.012170186520781101e+01,6.940833982533108903e-01
-4.576807681744028855e+01,-4.983932875090198422e+01,1.002540152401283358e-01,-5.527384361209058738e+01,-3.801565177528207329e+01,6.694232030833580094e-01
-4.542314466694957531e+01,-4.783800976322865495e+01,9.516289772297570337e-02,-5.464596907444484941e+01,-3.592046028070701880e+01,6.449628931075488403e-01
-4.504630013595959070e+01,-4.584483719509471911e+01,9.019032687671746373e-02,-5.398205989147508177e+01,-3.383827824362767700e+01,6.207178441100494881e-01
-4.463526034625424188e+01,-4.386170877721536954e+01,8.533748227021931143e-02,-5.328027738337241459e+01,-3.177125652618866525e+01,5.967034318750255029e-01
-4.418774241961745730e+01,-4.189052224030616856e+01,8.060554347234694106e-02,-5.253878287032806327e+01,-2.972154599053473945e+01,5.729350321866411022e-01
-4.370146347783315832e+01,-3.993317531508245821e+01,7.599569005196382676e-02,-5.175573767253320057e+01,-2.769129749881056313e+01,5.494280208290618361e-01
-4.317414064268525919e+01,-3.799156573225974398e+01,7.150910157793388677e-02,-5.092930311017904899e+01,-2.568266191316102720e+01,5.261977735864520334e-01
-4.260349103595767417e+01,-3.606759122255336081e+01,6.714695761912237160e-02,-5.005764050345678839e+01,-2.369779009573084494e+01,5.032596662429773549e-01
-4.198723177943436724e+01,-3.416314951667887101e+01,6.291043774439453173e-02,-4.913891117255764129e+01,-2.173883290866481488e+01,4.806290745828034616e-01
-4.132307999489918870e+01,-3.228013834535147453e+01,5.880072152261472951e-02,-4.817127643767273071e+01,-1.980794121410760056e+01,4.583213743900931281e-01
-4.060875280413608834e+01,-3.042045543928668394e+01,5.481898852264777133e-02,-4.715289761899327203e+01,-1.790726587420382643e+01,4.363519414490133475e-01
-3.984196732892898751e+01,-2.858599852919992657e+01,5.096641831335713135e-02,-4.608193603671050198e+01,-1.603895775109856103e+01,4.147361515437291146e-01
-3.902044069106180757e+01,-2.677866534580662261e+01,4.724419046360894825e-02,-4.495655301101556489e+01,-1.420516770693629027e+01,3.934893804584029819e-01
-3.814189001231845566e+01,-2.500035361982215321e+01,4.365348454226625208e-02,-4.377490986209965484e+01,-1.240804660386177183e+01,3.726270039772028309e-01
-3.720403241448286735e+01,-2.325296108196198830e+01,4.019548011819473743e-02,-4.253516791015400145e+01,-1.064974530401998187e+01,3.521643978842914358e-01
-3.620458501933894269e+01,-2.153838546294150902e+01,3.687135676025921072e-02,-4.123548847536978457e+01,-8.932414669555496900e+00,3.321169379638353458e-01
-3.514126494867067407e+01,-1.985852449347622439e+01,3.368229403732359017e-02,-3.987403287793826223e+01,-7.258205562613206041e+00,3.124999999999997780e-01
-3.401178932426187629e+01,-1.821527590428147292e+01,3.062947151825312631e-02,-3.844896254919719070e+01,-5.629268920277371357e+00,2.933289597769483947e-01
-3.281430900347119461e+01,-1.661097445264403305e+01,2.771406877191173734e-02,-3.695931388921513872e+01,-4.048345619519130523e+00,2.746191930788466351e-01
-3.154974632667183698e+01,-1.505074740767233799e+01,2.493726536716511788e-02,-3.540711078974459269e+01,-2.520190827013899959e+00,2.563860756898594939e-01
-3.022011420843898932e+01,-1.354082088747880874e+01,2.230024087287718615e-02,-3.379501421069007705e+01,-1.049989246974075918e+00,2.386449833941521881e-01
-2.882742818124982520e+01,-1.208742364794170321e+01,1.980417485791230447e-02,-3.212568511195595278e+01,3.570744163882970112e-01,2.214112919758906006e-01
-2.737370377758147200e+01,-1.069678444493910519e+01,1.745024689113616745e-02,-3.040178445344673364e+01,1.695815458860822744e+00,2.047003772192375060e-01
-2.586095652991107485e+01,-9.375132034349050514e+00,1.523963654141224922e-02,-2.862597319506683391e+01,2.961049176231325131e+00,1.885276149083598973e-01
-2.429120197071579312e+01,-8.128695172049576811e+00,1.317352337760535619e-02,-2.680091229672073183e+01,4.147590864287582946e+00,1.729083808274216594e-01
-2.266645563247287498e+01,-6.963702613918945517e+00,1.125308696857940660e-02,-2.492926271831294116e+01,5.250255818817113784e+00,1.578580507605886751e-01
-2.098873304765925951e+01,-5.886383115835014834e+00,9.479506883202315493e-03,-2.301368541974778026e+01,6.263859335607915746e+00,1.433920004920250513e-01
-1.926004974875218778e+01,-4.902965433675825047e+00,7.853962690334448382e-03,-2.105684136092972736e+01,7.183216710447768882e+00,1.295256058058953386e-01
-1.748242126822887954e+01,-4.019678323319852531e+00,6.377633958843276218e-03,-1.906139150176323938e+01,8.003143239124321795e+00,1.162742424863667523e-01
-1.565823866330923764e+01,-3.241191177086348851e+00,5.051700257592717236e-03,-1.703022703374075419e+01,8.720569985174854821e+00,1.036532863176016228e-01
-1.379205437120307032e+01,-2.563198273787989478e+00,3.877341155447577847e-03,-1.496717884586954916e+01,9.341063585190543250e+00,9.167811308376672130e-02
-1.188919254843260731e+01,-1.978189333826224638e+00,2.855736221271776287e-03,-1.287631753958446268e+01,9.872393569933482382e+00,8.036409856902615445e-02
-9.954978311643230882e+00,-1.478650090698835795e+00,1.988065023930563058e-03,-1.076171371639169472e+01,1.032232947082293251e+01,6.972661855754580529e-02
-7.994736777480392576e+00,-1.057066277903471851e+00,1.275507132287856393e-03,-8.627437977797578483e+00,1.069864081927810773e+01,5.978104883349111276e-02
-6.013793062589210869e+00,-7.059236289381781715e-01,7.192421152084627067e-04,-6.477560925308161188e+00,1.100909714671778517e+01,5.054276518102440718e-02
-4.017472283615220796e+00,-4.177078773006475121e-01,3.204495415585206786e-04,-4.316153160429712088e+00,1.126146798456153242e+01,4.202714338431245977e-02
-2.011099557203697152e+00,-1.849047564887050521e-01,8.030898019972809720e-05,-2.147285284668587479e+00,1.146352286422816746e+01,3.424955922752070947e-02
-2.198022394429038305e-14,-8.792089577716153219e-14,0.000000000000000000e+00,2.497210046905586067e-02,1.162303131713690796e+01,2.722538849481281886e-02
